    fnum=32.5676970504 None None lam=5.75e-07
0.0, 3.73748514477e-07
2.82542264328e-06, 3.73748514477e-07
5.65084528656e-06, 3.73748514477e-07
8.47626792983e-06, 3.73748514477e-07
1.13016905731e-05, 4.14908477925e-07
1.41271132164e-05, 5.36353236808e-07
1.69525358597e-05, 6.0645820548e-07
1.97779585029e-05, 5.25591345813e-07
2.26033811462e-05, 3.32767972447e-07
2.54288037895e-05, 2.04374100627e-07
2.82542264328e-05, 2.63002734586e-07
3.10796490761e-05, 3.35818093567e-07
3.39050717193e-05, 3.35858162828e-07
3.67304943626e-05, 3.10954656334e-07
3.95559170059e-05, 2.76234077188e-07
4.23813396492e-05, 3.17551216353e-07
4.52067622925e-05, 5.09543138763e-07
4.80321849357e-05, 5.38978671801e-07
5.0857607579e-05, 4.75821760143e-07
5.36830302223e-05, 0.0
5.65084528656e-05, 0.0
5.93338755088e-05, 0.0
6.21592981521e-05, 0.0
6.49847207954e-05, 0.0
6.78101434387e-05, 0.0
7.0635566082e-05, 0.0
7.34609887252e-05, 0.0
7.62864113685e-05, 0.0
7.91118340118e-05, 0.0
8.19372566551e-05, 0.0
8.47626792983e-05, 0.0
8.75881019416e-05, 0.0
9.04135245849e-05, 0.0
9.32389472282e-05, 0.0
9.60643698715e-05, 0.0
9.88897925147e-05, 0.0
0.000101715215158, 0.0
0.000104540637801, 0.0
0.000107366060445, 0.0
0.000110191483088, 0.0
0.000113016905731, 0.0
0.000115842328374, 0.0
0.000118667751018, 0.0
0.000121493173661, 0.0
0.000124318596304, 0.0
0.000127144018948, 0.0
0.000129969441591, 0.0
